id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude,geometry
Academia de Ginastica_10.093.874,A! Body Tech,Brooklin Guararapes,Rua,"R Guararapes, 20",Alto Da Lapa,04561000,Academia de Ginastica,-23.522665,-46.704165,POINT (-46.704165 -23.522665)
Academia de Ginastica_10.156.197,Companhia Athletica,,Shopping Center,"Av Roque Petroni Júnior, 1089",Chácara Santo Antônio,47079004707970,Academia de Ginastica,-23.623109,-46.698569,POINT (-46.698569 -23.623109)
Academia de Ginastica_11.093.385,Engenharia do Corpo,Academia Engenharia do Corpo,Rua,Av. Reg. Feijó,Vila Reg. Feijó,03342001,Academia de Ginastica,-23.558981,-46.56893,POINT (-46.56893 -23.558981)
Academia de Ginastica_11.093.386,Smart Fit,Academia Smart Fit Avenida Conselheiro Carrao,Rua,Av. Conselheiro Carrão,Vila Gomes Cardim,03403000,Academia de Ginastica,-23.549771,-46.545412,POINT (-46.545412 -23.549771)
Academia de Ginastica_11.093.387,Bluefit,Bluefit,Rua,Alfredo Pujol,Santana,02017011,Academia de Ginastica,-23.500255,-46.634622,POINT (-46.634622 -23.500255)
Academia de Ginastica_11.093.388,Smart Fit,Academia Smart Fit Tiete Plaza Shopping,Rua,Av. Raimundo Pereira de Magalhães,Vila Pirituba,02675031,Academia de Ginastica,-23.460084,-46.720966,POINT (-46.720966 -23.460084)
Academia de Ginastica_11.093.390,Smart Fit,Academia Smart Fit Imirim,Rua,Av. Eng. Caetano Álvares,Imirim,02413100,Academia de Ginastica,-23.50488,-46.667358,POINT (-46.667358 -23.50488)
Academia de Ginastica_11.093.391,Smart Fit,Academia Smart Fit Vila Formosa,Rua,Av. Ver. Abel Ferreira,Vila Formosa,03372015,Academia de Ginastica,-23.565181,-46.558989,POINT (-46.558989 -23.565181)
Academia de Ginastica_11.093.392,Smart Fit,Academia Smart Fit Casa Verde Baixa,Rua,Rua Bernardino Fanganiello,Casa Verde,02512000,Academia de Ginastica,-23.513044,-46.659692,POINT (-46.659692 -23.513044)
Academia de Ginastica_11.093.393,Bluefit,Bluefit,Rua,R. Mateus Mascarenhas,Jardim Pereira Leite,02712000,Academia de Ginastica,-23.50492,-46.67576,POINT (-46.67576 -23.50492)
Academia de Ginastica_11.093.394,Bluefit,Academia Bluefit Vila Guilherme,Rua,Av. Joaquina Ramalho,Vila Guilherme,02065040,Academia de Ginastica,-23.517187,-46.610453,POINT (-46.610453 -23.517187)
Academia de Ginastica_11.093.395,Smart Fit,Academia Smart Fit Washington Luis,Rua,Av. Washington Luís,Santo Amaro,04662002,Academia de Ginastica,-23.640015,-46.673749,POINT (-46.673749 -23.640015)
Academia de Ginastica_11.093.397,Panobianco,Panobianco Vila Ema,Rua,Av. Vila Ema,Vila Graciosa,03282001,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.093.399,Smart Fit,Academia Smart Fit Atlantica,Rua,Av. Inácio Cunha Leme,Jardim Ipanema,04784145,Academia de Ginastica,-23.690646,-46.710144,POINT (-46.710144 -23.690646)
Academia de Ginastica_11.093.400,Bio Ritmo,Academia Bio Ritmo Morumbi,Rua,Av. Giovanni Gronchi,Vila Andrade,05724003,Academia de Ginastica,-23.617229,-46.731713,POINT (-46.731713 -23.617229)
Academia de Ginastica_11.093.401,Smart Fit,Academia Smart Fit Jamaris,Rua,Av. Jamaris,Planalto Paulista,04078001,Academia de Ginastica,-23.607678,-46.658158,POINT (-46.658158 -23.607678)
Academia de Ginastica_11.093.403,Smart Fit,Academia Smart Fit Avenida Celso Garcia,Rua,Av. Celso Garcia,Tatuapé,03064000,Academia de Ginastica,-23.535244,-46.582602,POINT (-46.582602 -23.535244)
Academia de Ginastica_11.093.404,Bluefit,Bluefit,Rua,R. Nossa Sra. das Mercês,Vila das Merces,04165011,Academia de Ginastica,-23.624154,-46.607257,POINT (-46.607257 -23.624154)
Academia de Ginastica_11.093.405,Smart Fit,Academia Smart Fit Itaim Paulista,Rua,Rua Tibúrcio de Sousa,Itaim Paulista,08140000,Academia de Ginastica,-23.50496,-46.396507,POINT (-46.396507 -23.50496)
Academia de Ginastica_11.093.406,Bluefit,Bluefit,Rua,Av. Pres. Tancredo Neves,Sacomã,04287010,Academia de Ginastica,-23.614427,-46.608581,POINT (-46.608581 -23.614427)
Academia de Ginastica_11.093.407,Smart Fit,Academia Smart Fit Teodoro Sampaio,Rua,R. Teodoro Sampaio,Pinheiros,05405200,Academia de Ginastica,-23.561305,-46.683749,POINT (-46.683749 -23.561305)
Academia de Ginastica_11.093.408,Smart Fit,Academia Smart Fit Ponte Rasa,Rua,Av. São Miguel,Vila Marieta,03619100,Academia de Ginastica,-23.493914,-46.439603,POINT (-46.439603 -23.493914)
Academia de Ginastica_11.093.410,Smart Fit,Academia Smart Fit Avenida Santa Catarina,Rua,Av. Santa Catarina,Vila Mascote,04378300,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.093.411,Smart Fit,Academia Smart Fit Vila Guilherme,Rua,Av. Joaquina Ramalho,Vila Guilherme,02065000,Academia de Ginastica,-23.517187,-46.610453,POINT (-46.610453 -23.517187)
Academia de Ginastica_11.093.412,Panobianco,Academia Panobianco Sao Rafael,Rua,Av. Sen. Teotônio Vilela,Jardim Sao Rafael,04833000,Academia de Ginastica,-23.627917,-46.454945,POINT (-46.454945 -23.627917)
Academia de Ginastica_11.093.413,Smart Fit,Academia Smart Fit Roldao Brasilandia,Rua,R. Domingos Vega,Vila Joao Batista,02837000,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.093.414,Bluefit,Bluefit,Rua,Av. Hélio Pellegrino,Vila Nova Conceição,04513100,Academia de Ginastica,-23.596543,-46.664139,POINT (-46.664139 -23.596543)
Academia de Ginastica_11.093.416,Panobianco,Academia Panobianco Vila Antonieta,Rua,Av. Inconfidência Mineira,Vila Antonieta,03476010,Academia de Ginastica,-23.576075,-46.515466,POINT (-46.515466 -23.576075)
Academia de Ginastica_11.093.417,Smart Fit,Academia Smart Fit Paulista,Rua,Av. Paulista,Bela Vista,01310100,Academia de Ginastica,-23.56329,-46.654118,POINT (-46.654118 -23.56329)
Academia de Ginastica_11.093.418,Smart Fit,Academia Smart Fit Vila Prudente,Rua,Av. Professor Luiz Ignácio Anhaia Mello,Parque da Vila Prudente,03155000,Academia de Ginastica,-23.590227,-46.54381,POINT (-46.54381 -23.590227)
Academia de Ginastica_11.093.419,Bluefit,Bluefit,Rua,Av. Jabaquara,Mirandópolis,04045003,Academia de Ginastica,-23.616907,-46.638943,POINT (-46.638943 -23.616907)
Academia de Ginastica_11.093.420,Panobianco,Panobianco Itaim Paulista Academia,Rua,Rua Cordão de São Francisco,Vila Aimore,08190000,Academia de Ginastica,-23.493627,-46.401715,POINT (-46.401715 -23.493627)
Academia de Ginastica_11.093.421,Engenharia do Corpo,Academia Engenharia do Corpo,Rua,Av. Dr. Ricardo Jafet,Vila Santa Eulália,04260020,Academia de Ginastica,-23.578922,-46.611677,POINT (-46.611677 -23.578922)
Academia de Ginastica_11.093.422,Bio Ritmo,Academia Bio Ritmo Shopping Patio Higienopolis,Rua,Av. Higienópolis,Higienópolis,01238000,Academia de Ginastica,-23.54331,-46.657219,POINT (-46.657219 -23.54331)
Academia de Ginastica_11.093.423,Fórmula Academia,Formula Academia Frei Caneca,Rua,R. Frei Caneca,Bela Vista,01307001,Academia de Ginastica,-23.553913,-46.653522,POINT (-46.653522 -23.553913)
Academia de Ginastica_11.093.426,Bluefit,Academia Bluefit Liviero,Rua,Av. Carlos Liviero,Vila Liviero,04186100,Academia de Ginastica,-23.64518,-46.593225,POINT (-46.593225 -23.64518)
Academia de Ginastica_11.093.427,Panobianco,Panobianco Academia Unidade Jaragua,Rua,Av. Jornalista Paulo Zingg,Jardim Jaragua,05157030,Academia de Ginastica,-23.486182,-46.762412,POINT (-46.762412 -23.486182)
Academia de Ginastica_11.093.429,Smart Fit,Academia Smart Fit Corifeu,Rua,Av. Corifeu de Azevedo Marques,Butantã,05581001,Academia de Ginastica,-23.5713,-46.709699,POINT (-46.709699 -23.5713)
Academia de Ginastica_11.093.430,Smart Fit,Academia Smart Fit Alfonso Bovero,Rua,Av. Prof. Alfonso Bovero,Pompeia,05019010,Academia de Ginastica,-23.539316,-46.683429,POINT (-46.683429 -23.539316)
Academia de Ginastica_11.093.431,Bluefit,Bluefit,Rua,Rua Paraguaçu,Perdizes,05066010,Academia de Ginastica,-23.535276,-46.66508,POINT (-46.66508 -23.535276)
Academia de Ginastica_11.093.432,Bluefit,Bluefit,Rua,Av. Dr. Guilherme Dumont Vilares,Vila Praia,05640003,Academia de Ginastica,-23.615779,-46.740791,POINT (-46.740791 -23.615779)
Academia de Ginastica_11.093.433,Smart Fit,Academia Smart Fit Joaquim Floriano,Rua,R. Joaquim Floriano,Itaim Bibi,04534013,Academia de Ginastica,-23.584915,-46.675841,POINT (-46.675841 -23.584915)
Academia de Ginastica_11.093.434,Panobianco,Panobianco Jaguare,Rua,Av. Corifeu de Azevedo Marques,Butantã,05339004,Academia de Ginastica,-23.5713,-46.709699,POINT (-46.709699 -23.5713)
Academia de Ginastica_11.093.435,Smart Fit,Academia Smart Fit Vila Mariana,Rua,R. Domingos de Morais,Vila Mariana,04010100,Academia de Ginastica,-23.591979,-46.636388,POINT (-46.636388 -23.591979)
Academia de Ginastica_11.093.436,Smart Fit,Academia Smart Fit Vila das Merces,Rua,R. Nossa Sra. das Mercês,Vila das Merces,04165001,Academia de Ginastica,-23.624154,-46.607257,POINT (-46.607257 -23.624154)
Academia de Ginastica_11.093.437,Panobianco,Panobianco Novo Horizonte,Rua,Av. Paulo Guilguer Reimberg,Jardim Novo Horizonte,04858570,Academia de Ginastica,-23.795604,-46.681753,POINT (-46.681753 -23.795604)
Academia de Ginastica_11.093.438,Smart Fit,Academia Smart Fit Aclimacao,Rua,Av. da Aclimação,Cambuci,01531000,Academia de Ginastica,-23.570242,-46.632764,POINT (-46.632764 -23.570242)
Academia de Ginastica_11.093.439,Bio Ritmo,Academia Bio Ritmo Shopping Continental,Rua,Av. Leão Machado,Jaguaré,05328020,Academia de Ginastica,-23.548148,-46.756859,POINT (-46.756859 -23.548148)
Academia de Ginastica_11.094.633,Smart Fit,Academia Smart Fit Av Morumbi,Rua,Av. Morumbi,Morumbi,05724002,Academia de Ginastica,-23.599118,-46.708414,POINT (-46.708414 -23.599118)
Academia de Ginastica_11.094.634,Smart Fit,Academia Smart Fit Avenida Amador Bueno,Rua,Av. Amador Bueno da Veiga,Penha de França,03636000,Academia de Ginastica,-23.521469,-46.528449,POINT (-46.528449 -23.521469)
Academia de Ginastica_11.094.635,Smart Fit,Academia Smart Fit Casa Verde Alta,Rua,R. Zilda,Casa Verde Alta,02545001,Academia de Ginastica,-23.506079,-46.656433,POINT (-46.656433 -23.506079)
Academia de Ginastica_11.094.636,Panobianco,Panobianco Academia,Rua,Estr. de Itapecerica,Vila das Belezas,05849440,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.638,Smart Fit,Academia Smart Fit Metro Sapopemba,Rua,Av. Sapopemba,Jardim Planalto,03988000,Academia de Ginastica,-23.606894,-46.507563,POINT (-46.507563 -23.606894)
Academia de Ginastica_11.094.639,Selfit,Selfit,Rua,Av. Otto Baumgart,Vila Guilherme,02049000,Academia de Ginastica,-23.514952,-46.619975,POINT (-46.619975 -23.514952)
Academia de Ginastica_11.094.640,Smart Fit,Academia Smart Fit Borba Gato,Rua,R. Bela Vista,Santo Amaro,04709000,Academia de Ginastica,-23.632732,-46.693011,POINT (-46.693011 -23.632732)
Academia de Ginastica_11.094.641,Smart Fit,Academia Smart Fit Sabara,Rua,Av. Nossa Sra. do Sabará,Vila Santana,04686001,Academia de Ginastica,-23.678846,-46.684892,POINT (-46.684892 -23.678846)
Academia de Ginastica_11.094.642,Smart Fit,Academia Smart Fit Parque Boa Esperanca,Rua,Av. Ragueb Chohfi,Parque Boa Esperança,08341410,Academia de Ginastica,-23.604921,-46.471175,POINT (-46.471175 -23.604921)
Academia de Ginastica_11.094.644,Panobianco,Panobianco Academia Marechal Tito,Rua,Avenida Marechal Tito,Jardim Miragaia,08115000,Academia de Ginastica,-23.494983,-46.410055,POINT (-46.410055 -23.494983)
Academia de Ginastica_11.094.645,Smart Fit,Academia Smart Fit Vila Carmosina,Rua,R. Tomé Álvares de Castro,Vila Carmosina,08290270,Academia de Ginastica,-23.557149,-46.446189,POINT (-46.446189 -23.557149)
Academia de Ginastica_11.094.647,Smart Fit,Academia Smart Fit Imperatriz Leopoldina,Rua,Av. Imperatriz Leopoldina,Vila Leopoldina,05305002,Academia de Ginastica,-23.530652,-46.73118,POINT (-46.73118 -23.530652)
Academia de Ginastica_11.094.648,Smart Fit,Academia Smart Fit Bonfiglioli,Rua,Av. Eng. Heitor Antônio Eiras Garcia,Jardim Bonfiglioli,05588000,Academia de Ginastica,-23.589626,-46.768921,POINT (-46.768921 -23.589626)
Academia de Ginastica_11.094.649,Bio Ritmo,Academia Bio Ritmo Santana,Rua,R. Conselheiro Moreira de Barros,Santana,02430001,Academia de Ginastica,-23.486639,-46.63908,POINT (-46.63908 -23.486639)
Academia de Ginastica_11.094.650,Smart Fit,Academia Smart Fit Higienopolis,Rua,R. Dr. Albuquerque Lins,Santa Cecilia,04846000,Academia de Ginastica,-23.535559,-46.656543,POINT (-46.656543 -23.535559)
Academia de Ginastica_11.094.651,Bluefit,Bluefit,Rua,Av. Dr. Cardoso de Melo,Vila Olímpia,04548004,Academia de Ginastica,-23.599118,-46.683331,POINT (-46.683331 -23.599118)
Academia de Ginastica_11.094.652,Smart Fit,Academia Smart Fit Open Mall Panamby,Rua,R. José Ramon Urtiza,Vila Andrade,05717270,Academia de Ginastica,-23.633879,-46.732396,POINT (-46.732396 -23.633879)
Academia de Ginastica_11.094.653,Bluefit,Bluefit Tremembe,Rua,R. Maria Amália Lopes Azevedo,Vila Albertina,02350012,Academia de Ginastica,-23.458008,-46.604274,POINT (-46.604274 -23.458008)
Academia de Ginastica_11.094.654,Smart Fit,Academia Smart Fit Butanta Shopping,Rua,Av. Prof. Francisco Morato,Butantã,05512300,Academia de Ginastica,-23.588592,-46.728142,POINT (-46.728142 -23.588592)
Academia de Ginastica_11.094.655,Panobianco,Panobianco Unidade Parque Fernanda Capao Redondo,Rua,Estr. de Itapecerica,Capão Redondo,05835004,Academia de Ginastica,-23.658826,-46.765459,POINT (-46.765459 -23.658826)
Academia de Ginastica_11.094.656,Smart Fit,Academia Smart Fit Gomes de Carvalho,Rua,R. Gomes de Carvalho,Vila Olímpia,04547005,Academia de Ginastica,-23.59824,-46.682719,POINT (-46.682719 -23.59824)
Academia de Ginastica_11.094.659,Smart Fit,Academia Smart Fit Planalto Paulista,Rua,Av. José Maria Whitaker,Planalto Paulista,04057000,Academia de Ginastica,-23.611139,-46.645173,POINT (-46.645173 -23.611139)
Academia de Ginastica_11.094.660,Smart Fit,Academia Smart Fit Cantareira Norte Shopping,Rua,Av. Raimundo Pereira de Magalhães,Jardim Pirituba,03266000,Academia de Ginastica,-23.460084,-46.720966,POINT (-46.720966 -23.460084)
Academia de Ginastica_11.094.661,Smart Fit,Academia Smart Fit Shopping Metro Itaquera,Rua,Av. José Pinheiro Borges,"Vila Campanela, São Paulo",842009282203858220900,Academia de Ginastica,-23.531539,-46.430047,POINT (-46.430047 -23.531539)
Academia de Ginastica_11.094.662,Smart Fit,Academia Smart Fit Brooklin Paulista,Rua,R. Califórnia,Brooklin,04566060,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.665,Smart Fit,Academia Smart Fit Belmira Marin,Rua,Av. Dona Belmira Marin,Parque Brasil,04846000,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.666,Smart Fit,Academia Smart Fit Fiesta,Rua,Av. Guarapiranga,Guarapiranga,04762001,Academia de Ginastica,-23.666069,-46.71464,POINT (-46.71464 -23.666069)
Academia de Ginastica_11.094.667,Bio Ritmo,Academia Bio Ritmo Campo Belo,Rua,R. Barão de Jaceguai,Campo Belo,04606000,Academia de Ginastica,-23.621335,-46.675859,POINT (-46.675859 -23.621335)
Academia de Ginastica_11.094.668,Panobianco,Academia Panobianco Yervant,Rua,R. Frei Cristóvão de Lisboa,Vila Missionaria,04430280,Academia de Ginastica,-23.686832,-46.649556,POINT (-46.649556 -23.686832)
Academia de Ginastica_11.094.669,Bluefit,Bluefit,Rua,R. Santo Antônio,Bela Vista,01314000,Academia de Ginastica,-23.551975,-46.645571,POINT (-46.645571 -23.551975)
Academia de Ginastica_11.094.670,Smart Fit,Academia Smart Fit Saude,Rua,Av. Jabaquara,Mirandópolis,04045002,Academia de Ginastica,-23.616907,-46.638943,POINT (-46.638943 -23.616907)
Academia de Ginastica_11.094.672,Panobianco,Panobianco Academia Jacana,Rua,R. Benjamin Pereira,Jaçanã,02274001,Academia de Ginastica,-23.467954,-46.589116,POINT (-46.589116 -23.467954)
Academia de Ginastica_11.094.673,Smart Fit,Academia Smart Fit Augusta,Rua,R. Augusta,Consolação,01305100,Academia de Ginastica,-23.557064,-46.659103,POINT (-46.659103 -23.557064)
Academia de Ginastica_11.094.674,Smart Fit,Academia Smart Fit Agua Fria,Rua,Av. Água Fria,Santana,02332000,Academia de Ginastica,-23.480376,-46.621949,POINT (-46.621949 -23.480376)
Academia de Ginastica_11.094.675,Bluefit,Bluefit,Rua,R. O Estado de São Paulo,Americanópolis,04429000,Academia de Ginastica,-23.677475,-46.659962,POINT (-46.659962 -23.677475)
Academia de Ginastica_11.094.677,Bio Ritmo,Academia Bio Ritmo Itaim,Rua,R. Joaquim Floriano,Itaim Bibi,04534003,Academia de Ginastica,-23.584915,-46.675841,POINT (-46.675841 -23.584915)
Academia de Ginastica_11.094.680,Panobianco,Academia Panobianco Grajau,Rua,Av. Dona Belmira Marin,Parque Brasil,04846010,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.681,Panobianco,Panobianco Academia Jardim Tremembe,Rua,Av. Cel. Sezefredo Fagundes,Jardim Tremembe,02306004,Academia de Ginastica,-23.436159,-46.594249,POINT (-46.594249 -23.436159)
Academia de Ginastica_11.094.682,Bio Ritmo,Academia Bio Ritmo Paulista Conjunto Nacional,Rua,Av. Paulista,Bela Vista,01311940,Academia de Ginastica,-23.56329,-46.654118,POINT (-46.654118 -23.56329)
Academia de Ginastica_11.094.683,Smart Fit,Academia Smart Fit,Rua,Av. Raimundo Pereira de Magalhães,Vila Pirituba,02937000,Academia de Ginastica,-23.460084,-46.720966,POINT (-46.720966 -23.460084)
Academia de Ginastica_11.094.685,Smart Fit,Academia Smart Fit Bernardino de Campos,Rua,Av. Bernardino de Campos,Paraíso,04004050,Academia de Ginastica,-23.573122,-46.642705,POINT (-46.642705 -23.573122)
Academia de Ginastica_11.094.686,Smart Fit,Academia Smart Fit Mendes Vila Natal,Rua,R. Sinfonia Italiana,Jardim São Bernardo,04844610,Academia de Ginastica,-23.756564,-46.70792,POINT (-46.70792 -23.756564)
Academia de Ginastica_11.094.689,Smart Fit,Academia Smart Fit Alto do Ipiranga,Rua,R. Salvador Simões,Ipiranga,04276000,Academia de Ginastica,-23.600677,-46.613697,POINT (-46.613697 -23.600677)
Academia de Ginastica_11.094.691,Smart Fit,Academia Smart Fit Antonio Bento,Rua,R. Dr. Antônio Bento,Santo Amaro,04750001,Academia de Ginastica,-23.646684,-46.703096,POINT (-46.703096 -23.646684)
Academia de Ginastica_11.094.692,Smart Fit,Academia Smart Fit Praca do Forro,Rua,Praça Padre Aleixo Monteiro Mafra,São Miguel Paulista,08011010,Academia de Ginastica,-23.492119,-46.444995,POINT (-46.444995 -23.492119)
Academia de Ginastica_11.094.693,Bluefit,Bluefit,Rua,Av. Prof. Francisco Morato,Butantã,05512200,Academia de Ginastica,-23.588592,-46.728142,POINT (-46.728142 -23.588592)
Academia de Ginastica_11.094.695,Smart Fit,Academia Smart Fit Sacoma,Rua,R. Bom Pastor,Ipiranga,04203003,Academia de Ginastica,-23.589979,-46.607113,POINT (-46.607113 -23.589979)
Academia de Ginastica_11.094.696,Smart Fit,Academia Smart Fit Oscar Freire,Rua,R. Oscar Freire,Cerqueira César,01426000,Academia de Ginastica,-23.559937,-46.672308,POINT (-46.672308 -23.559937)
Academia de Ginastica_11.094.697,Bluefit,Bluefit,Rua,R. Teodoro Sampaio,Pinheiros,05406050,Academia de Ginastica,-23.561305,-46.683749,POINT (-46.683749 -23.561305)
Academia de Ginastica_11.094.698,Selfit,Selfit,Rua,Alameda dos Arapanés,Moema,04524001,Academia de Ginastica,-23.605926,-46.666333,POINT (-46.666333 -23.605926)
Academia de Ginastica_11.094.701,Smart Fit,Academia Smart Fit Vila Carrao,Rua,Av. Guilherme Giorgi,Vila Carrao,03422000,Academia de Ginastica,-23.55547,-46.545298,POINT (-46.545298 -23.55547)
Academia de Ginastica_11.094.702,Panobianco,Panobianco Academia,Rua,R. Prof. Paulo Mangabeira Albernaz,Vila Imperio,04405030,Academia de Ginastica,-23.668244,-46.656384,POINT (-46.656384 -23.668244)
Academia de Ginastica_11.094.703,Smart Fit,Academia Smart Fit Mooca,Rua,Av. Paes de Barros,Parque da Mooca,03149000,Academia de Ginastica,-23.567298,-46.591549,POINT (-46.591549 -23.567298)
Academia de Ginastica_11.094.705,Smart Fit,Academia Smart Fit Rio das Pedras,Rua,Av. Rio das Pedras,Jardim Aricanduva,03452200,Academia de Ginastica,-23.570544,-46.507281,POINT (-46.507281 -23.570544)
Academia de Ginastica_11.094.706,Smart Fit,Academia Smart Fit Cambuci,Rua,Av. Lins de Vasconcelos,Cambuci,01537000,Academia de Ginastica,-23.57575,-46.623412,POINT (-46.623412 -23.57575)
Academia de Ginastica_11.094.707,Panobianco,Panobianco Curuca,Rua,R. Cavoa,Vila Curuçá Velha,08030180,Academia de Ginastica,-23.496624,-46.423152,POINT (-46.423152 -23.496624)
Academia de Ginastica_11.094.708,Smart Fit,Academia Smart Fit Capao Redondo,Rua,Av. Comendador Sant'anna,Capão Redondo,05866000,Academia de Ginastica,-23.668903,-46.773064,POINT (-46.773064 -23.668903)
Academia de Ginastica_11.094.709,Smart Fit,Academia Smart Fit Morumbi,Rua,R. Aureliano Guimarães,Vila Andrade,05727160,Academia de Ginastica,-23.627712,-46.73733,POINT (-46.73733 -23.627712)
Academia de Ginastica_11.094.710,Smart Fit,Academia Smart Fit Vila Madalena,Rua,Av. das Corujas,Sumarezinho,05442050,Academia de Ginastica,-23.547477,-46.695862,POINT (-46.695862 -23.547477)
Academia de Ginastica_11.094.711,Smart Fit,Academia Smart Fit Shopping Metro Tucuruvi,Rua,Av. Dr. Antônio Maria Laet,Parada Inglesa,02267000,Academia de Ginastica,-23.47434,-46.599367,POINT (-46.599367 -23.47434)
Academia de Ginastica_11.094.713,Smart Fit,Academia Smart Fit Cidade Tiradentes,Rua,Av. Souza Ramos,Guaianases,08490490,Academia de Ginastica,-23.574702,-46.412111,POINT (-46.412111 -23.574702)
Academia de Ginastica_11.094.714,Smart Fit,Academia Smart Fit Av Jardim Japao,Rua,Av. Jardim Japão,Vila Constança,02258000,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.715,Smart Fit,Academia Smart Fit Capelinha,Rua,Estr. de Itapecerica,Capão Redondo,05835004,Academia de Ginastica,-23.658826,-46.765459,POINT (-46.765459 -23.658826)
Academia de Ginastica_11.094.716,Smart Fit,Academia Smart Fit Campo Belo,Rua,R. Antônio de Macedo Soares,Campo Belo,04607003,Academia de Ginastica,-23.621823,-46.674045,POINT (-46.674045 -23.621823)
Academia de Ginastica_11.094.717,Smart Fit,Smart Fit Roldao Brasilandia,Rua,Vila Joao Batista,Vila Joao Batista,02675031,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.718,Smart Fit,Academia Smart Fit Avenida das Cerejeiras,Rua,Av. das Cerejeiras,Vila Maria,02124000,Academia de Ginastica,-23.507051,-46.577845,POINT (-46.577845 -23.507051)
Academia de Ginastica_11.094.719,Smart Fit,Academia Smart Fit Pinheiros,Rua,R. dos Pinheiros,Pinheiros,05422010,Academia de Ginastica,-23.566829,-46.685687,POINT (-46.685687 -23.566829)
Academia de Ginastica_11.094.720,Bluefit,Bluefit,Rua,R. Maria Antônia,Vila Buarque,01222010,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.721,Panobianco,Panobianco Tremembe,Rua,Av. Nova Cantareira,Tucuruvi,02340000,Academia de Ginastica,-23.472806,-46.615294,POINT (-46.615294 -23.472806)
Academia de Ginastica_11.094.722,Smart Fit,Academia Smart Fit Sabbado Dangelo,Rua,R. Sabbado D'ângelo,Vila Brasil,08210791,Academia de Ginastica,-23.544174,-46.446001,POINT (-46.446001 -23.544174)
Academia de Ginastica_11.094.724,Smart Fit,Academia Smart Fit Assai Jaguare,Rua,Av. Corifeu de Azevedo Marques,Jaguaré,05340002,Academia de Ginastica,-23.56694,-46.739765,POINT (-46.739765 -23.56694)
Academia de Ginastica_11.094.725,Smart Fit,Academia Smart Fit Avenida Mascote,Rua,Av. Mascote,Vila Mascote,04363000,Academia de Ginastica,-23.552139,-46.647198,POINT (-46.647198 -23.552139)
Academia de Ginastica_11.094.726,Smart Fit,Academia Smart Fit Campos Eliseos,Rua,Alameda Barão de Limeira,Campos Elíseos,01202002,Academia de Ginastica,-23.534789,-46.647426,POINT (-46.647426 -23.534789)
Academia de Ginastica_11.094.727,Smart Fit,Academia Smart Fit Bom Retiro,Rua,R. dos Italianos,Bom Retiro,01131000,Academia de Ginastica,-23.524264,-46.643997,POINT (-46.643997 -23.524264)
Academia de Ginastica_11.094.728,Smart Fit,Academia Smart Fit Perdizes,Rua,R. João Ramalho,Perdizes,05008002,Academia de Ginastica,-23.535397,-46.673769,POINT (-46.673769 -23.535397)
Academia de Ginastica_11.094.729,Bio Ritmo,Bio Ritmo Escritorio,Rua,Av. Paulista,Bela Vista,01311300,Academia de Ginastica,-23.56329,-46.654118,POINT (-46.654118 -23.56329)
Academia de Ginastica_11.094.730,Smart Fit,Academia Smart Fit Av Ipiranga,Rua,Av. Ipiranga,República,01040000,Academia de Ginastica,-23.542962,-46.640977,POINT (-46.640977 -23.542962)
Academia de Ginastica_11.094.731,Smart Fit,Academia Smart Fit Tatuape,Rua,R. Emílio Mallet,Vila Gomes Cardim,03320001,Academia de Ginastica,-23.538573,-46.559549,POINT (-46.559549 -23.538573)
Academia de Ginastica_11.094.732,Smart Fit,Academia Smart Fit Nova Cantareira,Rua,Av. Nova Cantareira,Tucuruvi,02340020,Academia de Ginastica,-23.472806,-46.615294,POINT (-46.615294 -23.472806)
Academia de Ginastica_11.094.735,Smart Fit,Academia Smart Fit Santa Cruz,Rua,R. Domingos de Morais,Vila Mariana,04036000,Academia de Ginastica,-23.591979,-46.636388,POINT (-46.636388 -23.591979)
Academia de Ginastica_11.094.736,Smart Fit,Academia Smart Fit Bela Vista,Rua,R. Pedroso,Bela Vista,01322010,Academia de Ginastica,-23.562265,-46.642081,POINT (-46.642081 -23.562265)
Academia de Ginastica_11.094.737,Panobianco,Panobianco Penha,Rua,Av. Amador Bueno da Veiga,Penha de França,03652000,Academia de Ginastica,-23.521469,-46.528449,POINT (-46.528449 -23.521469)
